sample	samples	NTN1	NTN3	NTN4	NTN5	NTNG1	NTNG2	DSCAM	DCC	UNC5A	UNC5B	UNC5C	UNC5D	cancer type abbreviation	sample_type
TCGA-DU-7007-01	TCGA-DU-7007-01	12.12	2.8	7.68	3.77	8.05	7.63	7.6	3.73	7.12	10.98	4.36	6.38	LGG	Primary Tumor
TCGA-FG-A4MY-01	TCGA-FG-A4MY-01	12.11	3.07	8.68	4.25	5.08	9.1	9.68	5.5	8.53	11.25	6.18	0.74	LGG	Primary Tumor
TCGA-BR-8592-01	TCGA-BR-8592-01	12.11	1.91	9.36	2.84	3.91	4.4	1.99	3.57	4.01	8.76	5.06	2.04	STAD	Primary Tumor
TCGA-CS-6188-01	TCGA-CS-6188-01	12.1	3.69	5.52	3.16	7.19	6.63	8.17	3.43	6.12	10.14	5.16	3.81	LGG	Primary Tumor
TCGA-BK-A13C-01	TCGA-BK-A13C-01	12.1	2.31	8.44	1.8	0.59	0.22			2.59	12.46	2.45	-0.5	UCEC	Primary Tumor
TCGA-AP-A056-01	TCGA-AP-A056-01	12.09	4.74	8.12	1.57	4.7	5.78			10.54	11.64	3.32	-0.5	UCEC	Primary Tumor
TCGA-E1-A7YE-01	TCGA-E1-A7YE-01	12.09	3.93	10.52	2.28	6.41	7.86	9	6.54	7.47	10.37	3.66	4.46	LGG	Primary Tumor
TCGA-DU-7014-01	TCGA-DU-7014-01	12.09	2.64	11.47	3.55	4.43	9.21	11.32	7.67	9.66	9.81	3.7	3.51	LGG	Primary Tumor
TCGA-KO-8416-01	TCGA-KO-8416-01	12.09	1.37	11.64	2.76	4.8	2.38	1.37	0	2.76	9.07	1.86	7.43	KICH	Primary Tumor
TCGA-XM-AAZ3-01	TCGA-XM-AAZ3-01	12.08	1.69	11.67	5.7	5.71	2.94	0	0	1.69	9.37	2.33	5.07	THYM	Primary Tumor
TCGA-BR-6803-01	TCGA-BR-6803-01	12.08	1.55	9.74	1.36	2.81	4.73	1.59	1.61	3.78	9.83	5.2	0.97	STAD	Primary Tumor
TCGA-CS-4938-01	TCGA-CS-4938-01	12.07	3.29	6.63	4.56	4.98	8.91	9.37	4.92	6.96	10.35	3.52	5.18	LGG	Primary Tumor
TCGA-EY-A1GD-01	TCGA-EY-A1GD-01	12.07	1.37	8.42	1.39	0.51	3			2.22	12.31	3.8	1.29	UCEC	Primary Tumor
TCGA-KN-8423-01	TCGA-KN-8423-01	12.06	4.36	10.64	4.76	1.47	4.18	1.47	0.67	2.19	8.42	2.52	4.74	KICH	Primary Tumor
TCGA-XV-A9VZ-01	TCGA-XV-A9VZ-01	12.06	3.79	11.64	5.39	6.01	3.54	0	1.87	3.23	10.82	0.53	3.36	SKCM	Primary Tumor
TCGA-06-2570-01	TCGA-06-2570-01	12.06	2.87	10.84	4.05	8.76	8.6	10.68	8.98	8.7	10.97	3.21	3.05	GBM	Primary Tumor
TCGA-94-A4VJ-01	TCGA-94-A4VJ-01	12.06	2.84	8.37	4.36	1.95	5.29	1.54	1.28	4.25	12.1	3.58	0.56	LUSC	Primary Tumor
TCGA-CS-4944-01	TCGA-CS-4944-01	12.06	2.18	9.8	4.01	4.44	9.62	9.79	4.4	8.7	9.51	3.82	3.26	LGG	Primary Tumor
TCGA-ZB-A963-01	TCGA-ZB-A963-01	12.06	2.17	9.79	5.34	1.93	4.61	1.04	1.46	3	10.8	2.87	3.52	THYM	Primary Tumor
TCGA-L5-A88S-01	TCGA-L5-A88S-01	12.06	-1.03	9.31	2.65	2.27	5.72	1.68	-0.02	4.82	10.48	2.82	3.31	ESCA	Primary Tumor
TCGA-HW-7491-01	TCGA-HW-7491-01	12.05	4.43	10.64	2.07	4.25	10.55	11.04	8.75	9.21	9.78	5.21	6.9	LGG	Primary Tumor
TCGA-DH-5140-01	TCGA-DH-5140-01	12.05	4.42	10.95	2.47	8.81	8.79	11.08	5.91	7.58	8.85	3.59	7.73	LGG	Primary Tumor
TCGA-DU-6405-01	TCGA-DU-6405-01	12.05	4.1	5.08	3.21	7.88	6.8	10.55	5.78	6.16	9.54	3.77	5.48	LGG	Primary Tumor
TCGA-KL-8345-01	TCGA-KL-8345-01	12.05	1.89	10.54	3.47	5.42	1.55	1.55	0.83	4.11	9.51	4.01	8.28	KICH	Primary Tumor
TCGA-B0-4834-01	TCGA-B0-4834-01	12.05	0	11.35	3.81	0.57	1.96	3.2	0	4.76	10.06	3.04	0	KIRC	Primary Tumor
TCGA-DH-A7UU-01	TCGA-DH-A7UU-01	12.04	4.02	11.41	4.97	2.53	8.58	11.18	8.47	8.47	9.66	5.2	2.42	LGG	Primary Tumor
TCGA-KO-8406-01	TCGA-KO-8406-01	12.04	2.53	11.2	2.85	8.12	1.83	0	0.45	1.68	9.25	3.71	9.41	KICH	Primary Tumor
TCGA-TM-A84I-01	TCGA-TM-A84I-01	12.04	2.29	9.26	3.32	6.86	8.68	11.59	8.24	7.22	8.99	2.93	7.1	LGG	Primary Tumor
TCGA-3B-A9HZ-01	TCGA-3B-A9HZ-01	12.04	2.18	8.08	2.61	6.55	7.06	3.15	0.48	5.74	9.23	6.72	4.03	SARC	Primary Tumor
TCGA-UE-A6QU-01	TCGA-UE-A6QU-01	12.04	1.91	11.94	0	4.74	5.01	0	0	3.69	10.37	4.05	0	SARC	Primary Tumor
TCGA-HT-7686-01	TCGA-HT-7686-01	12.03	2.33	9.98	3.18	6.79	8.94	10.69	6.77	8.12	10.21	5.11	4.79	LGG	Primary Tumor
TCGA-68-8250-01	TCGA-68-8250-01	12.03	1.46	10.08	3.73	3.01	4.47	0.91	2.65	1.68	10.37	5.09	0	LUSC	Primary Tumor
TCGA-P5-A72Z-01	TCGA-P5-A72Z-01	12.02	5.4	4.1	1.44	2.85	9.45	12.28	7.19	10.54	10.82	1.91	0	LGG	Primary Tumor
TCGA-DU-A7TA-01	TCGA-DU-A7TA-01	12.02	2.63	10.4	5.48	6.1	9.21	10.42	6.99	8.68	10.31	1.76	4.24	LGG	Primary Tumor
TCGA-KN-8425-01	TCGA-KN-8425-01	12.02	1.92	9.66	4.18	2.17	3.28	3.28	0	4.74	9.53	1.78	8.96	KICH	Primary Tumor
TCGA-YU-A94I-01	TCGA-YU-A94I-01	12.01	2.67	10.21	2.3	1.81	2.07	9.25	2.07	5.58	11.13	4.62	5.62	TGCT	Primary Tumor
TCGA-HT-7482-01	TCGA-HT-7482-01	12.01	2.57	9.58	4.59	5.72	8.67	10.55	7	8.5	9.72	5.49	6.7	LGG	Primary Tumor
TCGA-27-2519-01	TCGA-27-2519-01	12.01	1.88	6.97	1.66	7.95	6.68	8.52	3.34	4.72	10.13	1.05	4.14	GBM	Primary Tumor
TCGA-14-1034-01	TCGA-14-1034-01	12.01	1.14	6.48	4.93	9.24	7.19	4.96	3.64	7.97	10.02	1.14	3.04	GBM	Primary Tumor
TCGA-B0-5117-01	TCGA-B0-5117-01	12	3.97	10.94	3.97	5.35	3.16	1.5	0	4.8	9.77	3.59	9.78	KIRC	Primary Tumor
TCGA-56-6545-01	TCGA-56-6545-01	12	1.92	10.46	1.92	4.9	6	0.35	3.75	4.98	11.36	7.17	1.08	LUSC	Primary Tumor
TCGA-KL-8334-01	TCGA-KL-8334-01	12	1.5	11.05	3.06	7.17	5.29	0.45	0	5.4	9.74	2.43	9.88	KICH	Primary Tumor
TCGA-KN-8432-01	TCGA-KN-8432-01	12	1.43	9.75	1.7	0	4.33	0	0	4.16	8.79	4.37	8.69	KICH	Primary Tumor
TCGA-NC-A5HD-01	TCGA-NC-A5HD-01	12	1.1	7.6	4.74	1.95	4.67	2.86	0	2.62	7.74	1.95	0.65	LUSC	Primary Tumor
TCGA-CV-5430-01	TCGA-CV-5430-01	11.99	2.81	8.21	0.59	1.33	4.87	1	0	3.18	10.69	3.18	0	HNSC	Primary Tumor
TCGA-CC-A7IJ-01	TCGA-CC-A7IJ-01	11.99	1.93	9.04	3.05	9.43	8.46	0	0.49	1.77	11.75	6.56	0	LIHC	Primary Tumor
TCGA-D1-A169-01	TCGA-D1-A169-01	11.99	1.67	7.72	3.55	2.23	5.96			6.75	10.79	3.8	0.56	UCEC	Primary Tumor
TCGA-FB-A7DR-01	TCGA-FB-A7DR-01	11.99	1.24	10.49	1.24	3.2	7.4	2.22	1.71	9.27	11.03	5.12	1.9	PAAD	Primary Tumor
TCGA-A3-3374-01	TCGA-A3-3374-01	11.99	0.58	9.96	3.38	4.16	2.8	0.58	0.58	5.22	8.95	2.45	7.04	KIRC	Primary Tumor
TCGA-77-A5G6-01	TCGA-77-A5G6-01	11.98	3.05	8.7	5.64	4.1	3.14	1.03	3.37	1.85	8.13	2.37	6.26	LUSC	Primary Tumor
TCGA-24-2288-01	TCGA-24-2288-01	11.98	2.78	9.6	5.33	6.68	4.98	1.19	2.33	6.06	11.12	4.04	1.07	OV	Primary Tumor
TCGA-CR-5250-01	TCGA-CR-5250-01	11.97	4.12	9.76	3.38	0.83	4.02	0	2.78	4.09	11.19	2.05	0	HNSC	Primary Tumor
TCGA-DH-A669-01	TCGA-DH-A669-01	11.97	2.76	8.37	1.55	2.64	8.34	10.56	5.27	8.82	9.57	3.48	1.4	LGG	Primary Tumor
TCGA-KL-8336-01	TCGA-KL-8336-01	11.97	1.88	8.84	3.29	2.27	5.46	3.4	0.82	6.73	9.63	3.29	10.77	KICH	Primary Tumor
TCGA-DU-7010-01	TCGA-DU-7010-01	11.96	3.14	9.69	2.99	6.83	7.73	9.71	7.68	7.44	10.44	6.68	7.79	LGG	Primary Tumor
TCGA-77-8146-01	TCGA-77-8146-01	11.96	0.99	9.88	3.3	2.98	4.88	0	2.79	1.57	10.41	4.06	0	LUSC	Primary Tumor
TCGA-KL-8333-01	TCGA-KL-8333-01	11.96	0.41	9.56	1.73	2.73	3.45	3.05	0.73	3.76	8.74	3.93	0.99	KICH	Primary Tumor
TCGA-DH-5142-01	TCGA-DH-5142-01	11.95	4.08	10.55	2.42	6.66	9.09	9.28	4.14	8.47	10.19	3.28	5.4	LGG	Primary Tumor
TCGA-DU-7012-01	TCGA-DU-7012-01	11.95	3.62	7.65	4.08	6.46	6.1	8.01	4.34	6.59	10.88	6.63	6.04	LGG	Primary Tumor
TCGA-32-2615-01	TCGA-32-2615-01	11.95	3.33	6.46	4.73	5.94	6.3	6.77	2.01	6.63	9.98	6.01	3.8	GBM	Primary Tumor
TCGA-KN-8424-01	TCGA-KN-8424-01	11.95	2.87	10.99	1	5.81	2.74	4.17	0.41	5.9	10.53	2.74	10.4	KICH	Primary Tumor
TCGA-NC-A5HT-01	TCGA-NC-A5HT-01	11.95	2.29	9.91	1.64	0.44	3.25	0.44	0.77	2.06	8.65	2.88	0.44	LUSC	Primary Tumor
TCGA-IK-7675-01	TCGA-IK-7675-01	11.94	3.6	8.48	5.35	3	8.52	10.82	9.13	7.29	9.75	4.67	1.18	LGG	Primary Tumor
TCGA-FG-8185-01	TCGA-FG-8185-01	11.94	1.89	10.48	5.46	2.81	9.73	11.07	3.45	9.73	9.19	1.89	2.68	LGG	Primary Tumor
TCGA-CN-A497-01	TCGA-CN-A497-01	11.94	1.57	7.27	1.79	0.58	3.74	0	0	3.15	9.17	0	0	HNSC	Primary Tumor
TCGA-DU-6394-01	TCGA-DU-6394-01	11.93	5.03	7.59	1.04	6.57	8.63	10.8	7.31	10.16	10.67	1.87	3.5	LGG	Primary Tumor
TCGA-DU-6542-01	TCGA-DU-6542-01	11.93	3.71	8.37	2.81	5.99	9.11	11.35	6.76	9.41	10.58	5.9	6.14	LGG	Primary Tumor
TCGA-BR-A4IV-01	TCGA-BR-A4IV-01	11.93	1.49	9.48	1.68	6.04	6.92	2.01	-0.02	2.06	9.31	5.09	2.23	STAD	Primary Tumor
TCGA-ZB-A96C-01	TCGA-ZB-A96C-01	11.92	3.3	11.83	5.39	6.76	4.46	1.98	0	1.31	11.73	7.57	5.61	THYM	Primary Tumor
TCGA-KL-8325-01	TCGA-KL-8325-01	11.91	5.67	12.49	2.59	2.94	3.27	1	0	2.74	7.91	1.74	12.08	KICH	Primary Tumor
TCGA-KL-8328-01	TCGA-KL-8328-01	11.91	1.71	10.02	3.87	7.1	3.82	1.24	0	6.23	9.45	3.33	7.98	KICH	Primary Tumor
TCGA-WY-A85B-01	TCGA-WY-A85B-01	11.9	3.06	8.7	4.57	6.48	9.43	11.79	5.96	9.17	9.89	3.75	1.84	LGG	Primary Tumor
TCGA-D8-A27F-01	TCGA-D8-A27F-01	11.9	0.86	7.17	1.06	4.3	4.2	0.35	1.53	2.49	10.77	4.24	1.06	BRCA	Primary Tumor
TCGA-85-8277-01	TCGA-85-8277-01	11.9	0.53	9.05	3.23	0	4.08	1.87	9.97	1.68	10.12	2.03	0	LUSC	Primary Tumor
TCGA-D7-6518-01	TCGA-D7-6518-01	11.9	0.02	9.7	2.08	0.89	5.75	3.23	3.83	6.36	10.05	4.76	-0.39	STAD	Primary Tumor
TCGA-CS-5397-01	TCGA-CS-5397-01	11.89	4.56	7.61	3.64	8.81	7.15	8.57	6.56	9.41	10.13	6.71	6.3	LGG	Primary Tumor
TCGA-HT-7690-01	TCGA-HT-7690-01	11.89	2.67	8.22	4.12	7.7	9.08	9.89	7.02	9.5	10.08	4.58	6.83	LGG	Primary Tumor
TCGA-06-0747-01	TCGA-06-0747-01	11.89	2.35	9.17	6.09	3.82	7.52	7.55	1.24	6.63	9.11	3.05	7.24	GBM	Primary Tumor
TCGA-RD-A8N4-01	TCGA-RD-A8N4-01	11.89	1.77	9.56	3.04	5.8	5.87	2.31	0.45	6.87	8.57	4	4.36	STAD	Primary Tumor
TCGA-32-2638-01	TCGA-32-2638-01	11.88	3.63	7.37	4.42	4.13	8.32	8.58	5.61	6.88	10.9	6.46	2.61	GBM	Primary Tumor
TCGA-S9-A6U5-01	TCGA-S9-A6U5-01	11.88	3.53	10.09	2.79	5.2	9.92	10.47	5.94	9.13	9.5	2.79	4.26	LGG	Primary Tumor
TCGA-BR-8384-01	TCGA-BR-8384-01	11.88	2.81	10.5	2.34	3.9	5.08	2.65	-0.02	2.99	8.93	5.91	2.53	STAD	Primary Tumor
TCGA-3E-AAAZ-01	TCGA-3E-AAAZ-01	11.88	1.7	10.55	2.35	3.47	6.53	2.35	1.86	4.3	10.99	4.57	1.86	PAAD	Primary Tumor
TCGA-QH-A6CV-01	TCGA-QH-A6CV-01	11.87	1.12	6.41	4.97	4.95	7.58	8.48	4.15	6.91	10.31	5.84	3.62	LGG	Primary Tumor
TCGA-KL-8344-01	TCGA-KL-8344-01	11.87	0	11.27	3.27	1.28	2.56	4.3	0	5.7	11.11	4.48	0	KICH	Primary Tumor
TCGA-BR-8297-01	TCGA-BR-8297-01	11.87	-0.7	9.92	1.39	2.35	4.81	1.81	2.81	2.99	8.31	4.9	0.58	STAD	Primary Tumor
TCGA-AB-2866-03	TCGA-AB-2866-03	11.86	2.59	2.61	3.43	1.37	3.77			5.66	5.78	-0.97		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-KL-8329-01	TCGA-KL-8329-01	11.86	1.22	10.53	2.11	3.83	3.11	2.49	0	3.73	8.8	2.99	10.36	KICH	Primary Tumor
TCGA-EO-A2CG-01	TCGA-EO-A2CG-01	11.86	0.92	10.11	6.68	4.78	4.08			5.31	8.9	4.19	2.13	UCEC	Primary Tumor
TCGA-BG-A0MK-01	TCGA-BG-A0MK-01	11.86	0	9.39	3.78	2.47	4.19	0.93	0	4.77	9.64	2.21	1.71	UCEC	Primary Tumor
TCGA-02-2486-01	TCGA-02-2486-01	11.86	0	6.85	2.02	6.63	6.21	4.98	0.69	1.78	9.87	3.65	0	GBM	Primary Tumor
TCGA-30-1862-01	TCGA-30-1862-01	11.86	-0.02	9.55	4.21	1.81	4.4	0.63	-0.02	3.42	11.07	3.03	0.13	OV	Primary Tumor
TCGA-KL-8335-01	TCGA-KL-8335-01	11.85	2.54	7.88	3.11	1.59	7.01	7.18	0	4.8	10.23	3.95	4.84	KICH	Primary Tumor
TCGA-KM-8476-01	TCGA-KM-8476-01	11.85	1.91	10.36	3.11	6.79	3.32	1.91	0	4.7	8.27	3.32	7.06	KICH	Primary Tumor
TCGA-A2-A0YE-01	TCGA-A2-A0YE-01	11.84	5.6	7.27	1.54	6.75	4.18	0	0.71	2.81	8.93	5.07	0	BRCA	Primary Tumor
TCGA-IG-A3YB-01	TCGA-IG-A3YB-01	11.84	3.71	10.15	5.49	5.76	4.67	2.7	0.79	7.46	10.44	1.56	1.62	ESCA	Primary Tumor
TCGA-27-1830-01	TCGA-27-1830-01	11.84	3.38	7.34	4.7	7.39	5.89	8.75	5.29	5.34	10.47	3.45	3.91	GBM	Primary Tumor
TCGA-85-8664-01	TCGA-85-8664-01	11.84	3.12	8.64	2.2	8.5	3.12	0	0	4.86	11.21	1.34	3.28	LUSC	Primary Tumor
TCGA-KM-8443-01	TCGA-KM-8443-01	11.84	2.68	11.21	5.44	4.91	1.62	1.17	0	3.08	9.09	2.68	11.43	KICH	Primary Tumor
TCGA-KN-8434-01	TCGA-KN-8434-01	11.84	2.09	10.81	3.48	4.94	3.32	3.54	1.15	6.29	10.98	3.89	10.45	KICH	Primary Tumor
TCGA-DU-6396-01	TCGA-DU-6396-01	11.83	4	11.91	3.37	6.33	7.63	10.51	8.15	8.66	10.17	4.63	5.1	LGG	Primary Tumor
TCGA-06-0882-01	TCGA-06-0882-01	11.83	3.56	7	3.38	7.88	7.62	7.22	4.24	7.61	10.35	4.89	8.21	GBM	Primary Tumor
TCGA-FG-5963-01	TCGA-FG-5963-01	11.83	2.82	7.05	3.64	7.74	8.39	9.33	7.08	6.47	11.63	7.5	4.02	LGG	Primary Tumor
TCGA-DU-6407-02	TCGA-DU-6407-02	11.83	2.23	9.53	3.59	6.69	9.24	10.21	4.28	9.08	9.44	1.91	3.85	LGG	Recurrent Tumor
TCGA-3G-AB0Q-01	TCGA-3G-AB0Q-01	11.83	2.04	10.8	5.39	6.02	3.99	0.43	0	1.03	11	5.14	4.58	THYM	Primary Tumor
TCGA-UD-AAC5-01	TCGA-UD-AAC5-01	11.83	1.38	8.64	2.53	6.45	5.51	1.64	1.38	7.62	11.46	4.97	0	MESO	Primary Tumor
TCGA-BP-4994-01	TCGA-BP-4994-01	11.82	2.6	12.43	2.83	3.08	2.32	3.21	1.22	6.4	10.36	4.93	8.19	KIRC	Primary Tumor
TCGA-DU-6402-01	TCGA-DU-6402-01	11.82	1.7	4.96	3.41	10.6	7.48	8.09	3.12	4.45	10.48	5.19	8.44	LGG	Primary Tumor
TCGA-AN-A0FY-01	TCGA-AN-A0FY-01	11.82	1.4	9.53	2.56	1.67	4.14	1.06	0.35	2.63	11.69	6.22	0	BRCA	Primary Tumor
TCGA-2G-AAG5-01	TCGA-2G-AAG5-01	11.81	5.21	9.07	4.21	7.84	6.27	3.49	4.72	6.21	11.22	6.82	6.65	TGCT	Primary Tumor
TCGA-ZB-A965-01	TCGA-ZB-A965-01	11.81	2.55	10.26	5.38	0.98	3.05	0.57	0.57	1.77	12	6.98	4.48	THYM	Primary Tumor
TCGA-VV-A86M-01	TCGA-VV-A86M-01	11.8	2.72	8.97	5.26	5.48	8.66	11.87	7.09	8.95	8.95	1.42	0.64	LGG	Primary Tumor
TCGA-CS-6290-01	TCGA-CS-6290-01	11.8	2.63	8.14	4.05	5.17	8.4	10.72	6.76	8.69	10.72	5.93	4.44	LGG	Primary Tumor
TCGA-19-1389-02	TCGA-19-1389-02	11.8	1.77	8.95	1.49	9.07	4.35	4.72	1.49	4.16	10.34	5.33	4.21	GBM	Recurrent Tumor
TCGA-CV-7245-11	TCGA-CV-7245-11	11.8	1.55	11.53	3.13	1.35	6.19	1.11	1.55	2.16	8.95	3.82	0.83	HNSC	Solid Tissue Normal
TCGA-IG-A3YA-01	TCGA-IG-A3YA-01	11.8	0.84	8.89	2.12	5.16	5.52	0.05	0.56	1.41	9.89	4.07	1.93	ESCA	Primary Tumor
TCGA-DB-5273-01	TCGA-DB-5273-01	11.79	3.66	8.57	3.34	5.64	9	10.13	4.8	8.03	10.05	4.03	3.45	LGG	Primary Tumor
TCGA-HT-7601-01	TCGA-HT-7601-01	11.79	3.5	9.89	2.95	6.46	9.13	9.66	6.78	8.46	10.85	7.02	5.7	LGG	Primary Tumor
TCGA-X7-A8DJ-01	TCGA-X7-A8DJ-01	11.79	2.54	9.71	4.57	4.61	4.57	0.8	0	1.85	10.21	4.54	0.8	THYM	Primary Tumor
TCGA-21-A5DI-01	TCGA-21-A5DI-01	11.79	0	7.31	5.75	1.26	4.25	2.71	0	3.11	10.6	2.55	0	LUSC	Primary Tumor
TCGA-W4-A7U3-01	TCGA-W4-A7U3-01	11.78	4.53	8.65	2.66	6.11	5.39	8.9	3.49	5.06	11.23	6.41	4.95	TGCT	Primary Tumor
TCGA-85-8287-01	TCGA-85-8287-01	11.78	4.4	10.51	3.04	3.43	6.13	0.6	3.21	3.68	10.51	6.28	0.6	LUSC	Primary Tumor
TCGA-HT-8111-01	TCGA-HT-8111-01	11.77	4.56	8.67	3.49	6.78	9.21	9.99	6.62	8.31	10.79	7.32	6.31	LGG	Primary Tumor
TCGA-DU-A5TP-01	TCGA-DU-A5TP-01	11.77	2.66	9.92	1.95	7.59	8.49	10.26	4.87	9.25	9.86	3.38	4.46	LGG	Primary Tumor
TCGA-KN-8418-01	TCGA-KN-8418-01	11.77	2.02	10.42	4.61	0.42	3.14	3.9	0	2.76	9.49	2.61	4.71	KICH	Primary Tumor
TCGA-DS-A7WF-01	TCGA-DS-A7WF-01	11.77	1.61	8.31	2.91	0.42	2.14	0.75	4.4	2.69	11.13	2.35	2.84	CESC	Primary Tumor
TCGA-CS-6668-01	TCGA-CS-6668-01	11.76	6.41	7.8	2.69	5.03	10.09	12.53	7.44	10.23	9.67	4.3	3.9	LGG	Primary Tumor
TCGA-TM-A84J-01	TCGA-TM-A84J-01	11.76	2.77	8.91	0	7.99	8.79	11.11	8.65	10.74	10.76	2.77	6.45	LGG	Primary Tumor
TCGA-15-0742-01	TCGA-15-0742-01	11.76	2.06	3.71	4.5	5.12	4.07	8.72	0.61	6.79	9.3	6.06	2.23	GBM	Primary Tumor
TCGA-76-4927-01	TCGA-76-4927-01	11.76	1.38	6.91	2.54	9.17	8.39	8.95	2.07	6.78	10.91	4.74	2.54	GBM	Primary Tumor
TCGA-MQ-A4LP-01	TCGA-MQ-A4LP-01	11.75	4.49	8.38	2.12	6.93	3.94	1.54	0	2.85	10	3.98	0	MESO	Primary Tumor
TCGA-X7-A8M5-01	TCGA-X7-A8M5-01	11.75	1.38	8.67	6.36	3.55	5.85	0.62	0	2.08	8.62	2.25	1.38	THYM	Primary Tumor
TCGA-CS-5393-01	TCGA-CS-5393-01	11.74	4.2	11.01	4.48	5.14	9.09	11.14	7.2	9.83	9.62	6.42	6.24	LGG	Primary Tumor
TCGA-DB-A4XF-01	TCGA-DB-A4XF-01	11.74	2.64	10.13	3.84	6.01	8.96	10.16	6.75	9.41	9.62	4.45	5.99	LGG	Primary Tumor
TCGA-ZC-AAAF-01	TCGA-ZC-AAAF-01	11.74	1.66	8.83	5.03	2.2	3.94	0	0	1.29	9.23	0	0.78	THYM	Primary Tumor
TCGA-DX-A1L2-01	TCGA-DX-A1L2-01	11.74	0	12.66	2.35	6.89	1.5	5.24	5.26	7.24	10.81	5	5.66	SARC	Primary Tumor
TCGA-DB-A64R-01	TCGA-DB-A64R-01	11.73	4.17	10.92	3.05	6.17	10.57	11.34	7.88	10	8.56	3.35	6.67	LGG	Primary Tumor
TCGA-DU-A7TJ-01	TCGA-DU-A7TJ-01	11.73	3.93	4.89	3.77	9.08	7.14	10.02	8.16	4.36	10.43	7.45	1.56	LGG	Primary Tumor
TCGA-24-1551-01	TCGA-24-1551-01	11.73	3.34	12.41	3.35	1.69	2.54	-0.27	2.47	11.37	10.95	7.21	-0.39	OV	Primary Tumor
TCGA-CV-7434-11	TCGA-CV-7434-11	11.73	2.35	10.77	2.46	3.02	6.15	2	2.35	2.24	9.35	7.13	0.46	HNSC	Solid Tissue Normal
TCGA-IQ-A61I-01	TCGA-IQ-A61I-01	11.73	1.86	7.65	3.63	3	4.67	0	0.91	1.21	9.83	1.21	0	HNSC	Primary Tumor
TCGA-28-5216-01	TCGA-28-5216-01	11.73	1.63	7.73	2.17	6.39	7.84	9.34	5.72	6.68	10.29	2.72	3.6	GBM	Primary Tumor
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	11.73	1.59	7.66	1.14	3.62	3.36	3.57	0	5.42	9.08	6.95	0.85	SARC	Primary Tumor
TCGA-DU-6397-01	TCGA-DU-6397-01	11.72	4.67	7.91	1.7	4.39	8.93	10.99	7.42	9.73	10.11	4.87	4.71	LGG	Primary Tumor
TCGA-24-1434-01	TCGA-24-1434-01	11.72	4.63	9.68	3.09	4.48	5.45	0.66	1.31	7.41	11.94	4.07	1.51	OV	Primary Tumor
TCGA-S9-A6WM-01	TCGA-S9-A6WM-01	11.72	3.8	7.99	5.6	4.1	5.35	9.35	2.55	4.83	9.74	7.26	7.11	LGG	Primary Tumor
TCGA-UP-A6WW-01	TCGA-UP-A6WW-01	11.72	3.28	8.82	2.93	0.43	4.5	0.43	0	4.82	11.47	1.46	0.76	HNSC	Primary Tumor
TCGA-X6-A8C5-01	TCGA-X6-A8C5-01	11.72	1.02	9.25	5.3	9.15	6.45	2.35	0	5.26	8.45	7.22	7.85	SARC	Primary Tumor
TCGA-ZN-A9VW-01	TCGA-ZN-A9VW-01	11.71	3.48	9.8	1.93	7.93	5.27	0	0	6.99	10.25	3.65	0	MESO	Primary Tumor
TCGA-DX-AB2O-01	TCGA-DX-AB2O-01	11.71	3.16	11.78	2.47	8.1	4.32	3.49	0	4.57	10.17	0.46	3.83	SARC	Primary Tumor
TCGA-B5-A11F-01	TCGA-B5-A11F-01	11.71	0.36	7.77	3.8	3.62	5.95			2.25	10.92	4.27	0.54	UCEC	Primary Tumor
TCGA-HT-7860-01	TCGA-HT-7860-01	11.7	4.11	7.74	4.28	6.9	6.88	8.6	8.52	6.41	9.89	3.1	7.89	LGG	Primary Tumor
TCGA-DB-A75O-01	TCGA-DB-A75O-01	11.7	3.6	8.31	5.18	7.04	10.26	10.52	5.86	9.26	9.17	4.02	6.53	LGG	Primary Tumor
TCGA-CV-5443-01	TCGA-CV-5443-01	11.7	3.39	8.35	3.54	1.98	4.18	0.67	2.19	4.62	11.86	1.98	0	HNSC	Primary Tumor
TCGA-D1-A17B-01	TCGA-D1-A17B-01	11.7	2	9.4	1.83	3.14	5.72			6.12	10.46	4.57	1.77	UCEC	Primary Tumor
TCGA-CV-6934-11	TCGA-CV-6934-11	11.7	1.5	10.32	1.83	2.32	2.92	1.5	0.45	2.92	11.13	1.67	0.45	HNSC	Solid Tissue Normal
TCGA-HT-8013-01	TCGA-HT-8013-01	11.69	4.32	8.93	3.84	7.47	9.32	10.42	5.25	9.22	10.15	5.31	6.9	LGG	Primary Tumor
TCGA-KL-8340-01	TCGA-KL-8340-01	11.69	3.47	10.87	3.47	0.51	3.1	5.13	0	4.76	10.23	2.95	8.41	KICH	Primary Tumor
TCGA-D1-A174-01	TCGA-D1-A174-01	11.69	2.53	8.21	4.59	3.62	5.87			7.47	9.91	3.06	1.62	UCEC	Primary Tumor
TCGA-BR-A4IU-01	TCGA-BR-A4IU-01	11.69	2.33	9.3	1.66	2.9	5.32	-0.27	1.28	1.24	8.32	5.31	-0.02	STAD	Primary Tumor
TCGA-41-3915-01	TCGA-41-3915-01	11.69	1.57	6.66	3.44	8.04	8.19	9.29	5.29	5.48	10.75	3.35	2.31	GBM	Primary Tumor
